Article_id,credibility_withAll,credibility_withoutInline,credibility_withoutUser_Count,credibility__withoutDatabyte,credibility_withoutInline_withMeanTime,credibility__withoutDatabyte_withMeanTime
981,350307140133088,350307140098492,350307140075488,92196,350307140098552.44,92256.40665434
982,2711701881,2711701557,2711701800,405,2711704205.636364,3053.636364
983,393229274140408,393229274080872,393229273996767,203177,393229274080922.75,203227.75776398
984,288921944325531,288921944031767,288921944158250,461045,288921944031806.7,461084.66585956
985,300155666,300155641,300155650,41,300158789.5,3189.5
986,16095311497009616,16095311497008832,16095311497002046,8353,1.6095311497009082e+16,8602.2615385
988,114112983017,114112981253,114112981648,3133,114112981923.74467,3803.7446809000003
989,1455993367257301,1455993367181125,1455993367087557,245920,1455993367181164.0,245959.00477327
991,18750856095631,18750856087167,18750856080006,24089,18750856087289.76,24211.7631579
992,6084730353684,6084730341140,6084730340688,25540,6084730341294.865,25694.8653846
993,107175358790,107175355309,107175347765,14506,107175355544.23914,14741.2391304
993,107175771334,107175355309,107175760309,427050,107175355544.23914,427285.2391304
994,888410240,888409615,888409615,1250,888410362.1428571,1997.1428571000001
999,225977229343208,225977229323887,225977229275608,86921,225977229323943.78,86977.79340278
1000,958917448322649,958917448266480,958917448275560,103258,958917448266547.1,103325.08401639
1000,958917448268001,958917448266480,958917448220912,48610,958917448266547.1,48677.08401639
1002,36517608956026,36517608711001,36517608940897,260154,36517608711146.95,260299.954955
1003,406677875571,406677870810,406677875130,5202,406677871720.5294,6112.5294118
1004,3577196571669,3577196551505,3577196492708,99125,3577196551584.39,99204.39012346
1005,1705659995915,1705659975751,1705659951815,64264,1705659975861.1587,64374.1587838
1006,161047976527461,161047976462945,161047976418561,173416,161047976462994.94,173465.92519084
1007,43071574325095,43071573843459,43071574180695,626036,43071573843500.66,626077.65772669
1008,22601714920986,22601714585745,22601714802650,453577,22601714585792.688,453624.68658892
1009,23185210501715,23185210144111,23185210390159,469160,23185210144161.43,469210.42790698
1010,41708619516307,41708619038826,41708619346563,647225,41708619038863.48,647262.47597254
1011,31888667597386,31888667195430,31888667446842,552500,31888667195473.395,552543.39442231
1012,45945188696624,45945188199599,45945188574124,619525,45945188199645.19,619571.18476728
1013,31463813620019,31463813265994,31463813515690,458354,31463813266047.062,458407.06178862
1014,18023509466985384,18023509466883624,18023509466631360,455786,1.802350946688365e+16,455811.21802774
1016,4415852580215,4415852574739,4415852575315,10376,4415852574962.427,10599.4265734
1017,3741318214775847,3741318214348131,3741318214615847,587716,3741318214348170.5,587755.26442308
1018,72731403803,72731402962,72731402434,2210,72731403364.625,2612.625
1019,377966672745810,377966672254409,377966672621906,615305,377966672254458.06,615354.08245877
1020,122530361489756,122530361469875,122530361468731,40906,122530361469958.8,40989.80051813
1021,11764576138,11764575513,11764574022,2741,11764576085.89091,3313.8909091
1022,1215581932394497,1215581932340673,1215581932299016,149305,1215581932340727.0,149359.08291874
1023,6762365982092184,6762365981924903,6762365981929775,329690,6762365981924911.0,329698.310327328
1027,29947330039510,29947329691410,29947329907014,480596,29947329691458.395,480644.39497041
1028,2690371157947,2690371149847,2690371131378,34669,2690371149974.3813,34796.381323
1029,228910717524898,228910717482462,228910717464382,102952,228910717482544.03,103034.03015075
1030,65854593276861,65854593204500,65854593253757,95465,65854593204598.414,95563.41087613
1032,1002055844324,1002055841515,1002055837099,10034,1002055841801.0885,10320.0884956
1033,24065852746442,24065852727946,24065852741953,22985,24065852728230.4,23269.3982301
1034,44446641485497,44446641471573,44446641463296,36125,44446641471681.7,36233.7066667
1035,2684464399,2684464110,2684464203,485,2684465937.0625,2312.0625
1036,1099949230863,1099949224463,1099949227499,9764,1099949224788.49,10089.49
1038,65234406964678,65234406910854,65234406935778,82724,65234406910939.89,82809.89238845
1043,241555576,241555432,241555320,400,241556774.954545,1742.954545
1044,5111850707357,5111850703001,5111850704108,7605,5111850703345.304,7949.3033708
1046,103912105982,103912101757,103912105541,4666,103912102745.4375,5654.4375
1047,2655660162434,2655660154690,2655660140530,29648,2655660154810.3086,29768.3085502
1049,12747979202,12747978178,12747974302,5924,12747978580.294872,6326.2948718
1050,27430814049028,27430814020128,27430813998852,79076,27430814020214.76,79162.7606383
1050,27430814020324,27430814020128,27430813970148,50372,27430814020214.76,50458.7606383
1051,20338864885794,20338864873473,20338864880318,17797,20338864873634.906,17958.9045226
1051,20338864875409,20338864873473,20338864869933,7412,20338864873634.906,7573.9045226
1052,126400110272229,126400110192140,126400110234980,117338,126400110192222.64,117420.64556962
1053,380757434,380757178,380757425,265,380762027.0,5114.0
1055,1194980972125,1194980964381,1194980962125,17744,1194980964592.1558,17955.1558442
1057,358218301690,358218299754,358218290241,13385,358218299979.16785,13610.1678322
1057,358218359290,358218299754,358218347841,70985,358218299979.16785,71210.1678322
1058,4153547263798,4153547248422,4153547248173,31001,4153547248581.4146,31160.4146341
1059,196165532,196165411,196165208,445,196167038.631579,2072.631579
1063,365623208648,365623208287,365623207352,1657,365623208776.9394,2146.9393939
1064,27569055697027,27569055667786,27569055659002,67266,27569055667878.59,67358.59142857
1070,272866237976,272866237960,272866237972,20,272866238064.0,124.0
1071,404953499013,404953497332,404953497924,2770,404953498015.5217,3453.5217391
1077,3206011367,3206011111,3206011171,452,3206012594.941176,1935.941176
1078,47270679248087088,47270679247434224,47270679247136464,1603489,4.727067924743423e+16,1603497.264379415
1087,67122964598,67122964562,67122964597,37,67122972765.0,8240.0
1099,13206836323,13206836242,13206836322,82,13206866146.0,29986.0
1100,14003408961,14003408897,14003408960,65,14003419303.0,10471.0
1101,3963766432731,3963766428242,3963766432730,4490,3963766446009.0,22257.0
1109,18954319798,18954318957,18954318354,2285,18954319586.86,2914.86
1110,2764047490,2764046761,2764047234,985,2764048240.45,2464.45
1111,45751195116,45751192412,45751194387,3433,45751193208.69231,4229.6923077
1112,72414811640,72414810484,72414811156,1640,72414811548.44827,2704.448276
1113,202428478,202428253,202428078,625,202429379.857143,1751.857143
1114,65992047,65991926,65991851,317,65993717.235294,2108.235294
1117,10426196503168,10426196477247,10426196490847,38242,10426196477407.145,38402.1442786
1120,424125260011,424125260002,424125260010,10,424125285591.0,25599.0
1121,479785221,479785217,479785220,5,479807849.0,22637.0
1122,1275990038,1275989842,1275990037,197,1276014951.0,25306.0
1125,91506250485,91506250001,91506250484,485,91506255550.0,6034.0
1126,70344300642,70344300626,70344300641,17,70344314956.0,14347.0
1127,21957462525,21957460589,21957462516,1945,21957463769.75,5125.75
1129,15676323973677,15676323656708,15676323888413,402233,15676323656764.998,402289.99825784
1130,3514622162363150,3514622161892554,3514622162274941,558805,3514622161892587.0,558837.94556452
1132,1358254014526669,1358254014464169,1358254014456973,132196,1358254014464204.2,132231.35637149
1133,38456879096493,38456879074292,38456879030444,88250,38456879074365.74,88323.74266366
1134,791333003034,791332994934,791332992425,18709,791332995130.4698,18905.4698795
1135,10034046103996,10034046093180,10034046099096,15716,10034046093383.164,15919.163522
1136,89732697,89732661,89732597,136,89735574.181818,3049.181818
1140,17253887511122,17253887503022,17253887501518,17704,17253887503177.393,17859.3923445
1141,235250363629,235250359660,235250358445,9153,235250360033.33334,9526.3333333
1142,589149698439,589149693539,589149694958,8381,589149693921.1882,8763.1882353
1143,285878826423489,285878826385073,285878826408113,53792,285878826385259.3,53978.3236994
1144,22276650804,22276649648,22276649123,2837,22276649943.363636,3132.3636364
1146,2928178716459,2928178708715,2928178690859,33344,2928178708861.8135,33490.8136364
1147,17132296715,17132295490,17132295419,2521,17132295803.33,2834.33
1148,1147030365291267,1147030365106367,1147030365145343,330824,1147030365106392.5,330849.5890625
1152,173383594586,173383592282,173383592650,4240,173383592743.85074,4701.8507463
1152,173383593507,173383592282,173383591571,3161,173383592743.85074,3622.8507463
1153,519885611,519885602,519885610,10,519903964.0,18372.0
1153,519919458,519885602,519919457,33857,519903964.0,52219.0
1154,18627015838874,18627015487225,18627015741530,448993,18627015487279.137,449047.13576159
1155,3946181829,3946179713,3946179020,4925,3946180230.3333335,5442.3333333
1158,687244859670,687244856306,687244853109,9925,687244856524.9657,10143.9657534
1159,274185964202313,274185964137288,274185964188857,78481,274185964137400.8,78593.7986111
1160,807613016939,807613009370,807613014439,10069,807613009825.8,10524.8
1162,6261802940364196,6261802940272387,6261802940314020,141985,6261802940272464.0,142062.27186761
1164,1152534991326305,1152534990789016,1152534990908989,954605,1152534990789036.2,954625.29324241
1166,31218086239,31218081750,31218084214,6514,31218082233.313435,6997.3134328
1167,674337546106,674337510006,674337540922,41284,674337510303.8427,41581.8425926
1168,261581663178620,261581663127995,261581663162744,66501,261581663128095.97,66601.9628483
1169,6191785845,6191784945,6191783729,3016,6191785424.441176,3495.4411765
1170,258309520844008,258309520815108,258309520756392,116516,258309520815159.47,116567.46456693
1171,82346334963647,82346334951547,82346334925231,50516,82346334951651.53,50620.5369775
1173,2613726579327,2613726572102,2613726570863,15689,2613726572328.8804,15915.8802817
1174,379090353457334,379090353380050,379090353242038,292580,379090353380081.4,292611.38232469
1175,52077178391470,52077177877381,52077178210845,694714,52077177877420.24,694753.244284
1175,52077177879982,52077177877381,52077177699357,183226,52077177877420.24,183265.244284
1175,52077177920645,52077177877381,52077177740020,223889,52077177877420.24,223928.244284
1176,4815031858,4815031374,4815031017,1325,4815031934.087719,1885.0877193000001
1177,3311346834475266,3311346834345666,3311346834256242,348624,3311346834345691.0,348648.81335357
1178,282989213452151,282989213365715,282989213349751,188836,282989213365764.06,188885.06906907
1181,739729802369,739729794269,739729798648,11821,739729794582.767,12134.7669903
1182,453089718557726,453089718467726,453089718369370,278356,453089718467756.56,278386.57422969
1183,13698215237796,13698215233700,13698215236196,5696,13698215233958.326,5954.3253968
1183,13698215238324,13698215233700,13698215236724,6224,13698215233958.326,6482.3253968
1184,71639313,71639297,71639312,17,71651314.0,12034.0
1187,116748546715,116748545194,116748515739,32497,116748545293.46037,32596.46036585
1189,832635164944,832635163180,832635163008,3700,832635163570.8271,4090.8271605
1190,208613359597,208613358813,208613354836,5545,208613359124.87128,5856.8712871
1191,4989303322,4989303241,4989303306,97,4989307058.5,3914.5
1192,8508512128,8508511728,8508511804,724,8508512755.259259,1751.259259
1193,88195847540,88195845859,88195846171,3050,88195846454.5,3645.5
1194,478691609,478691125,478691125,968,478692195.25,2038.25
1196,31162219464589,31162219449705,31162219427340,52133,31162219449791.92,52219.92
1197,6980331800,6980330036,6980328551,5013,6980330428.3,5405.3
1198,2507891507463,2507891494694,2507891491079,29153,2507891494837.022,29296.0219298
1199,166797430,166797234,166797421,205,166801421.333333,4392.333333
1200,430458672804,430458667763,430458668960,8885,430458668177.85895,9299.8589744
1201,1621432063796110,1621432063764069,1621432063769214,58937,1621432063764150.5,59018.5925
1202,29262799318,29262798834,29262794829,4973,29262799136.57143,5275.5714286
1203,3971216039957392,3971216039629063,3971216039854351,431370,3971216039629102.5,431409.5157385
1204,152750471721,152750470632,152750468240,4570,152750470969.26596,4907.2659574
1205,18,17,17,2,31538.0,31523.0
1206,673390197605403,673390197584087,673390197594794,31925,673390197584240.0,32077.9719626
1207,126656034400651,126656034308235,126656034313626,179441,126656034308278.89,179484.89798658
1208,379257803557082,379257803464057,379257803305078,345029,379257803464087.9,345059.88762984
1209,375482005943,375482001718,375481959287,50881,375482001805.18665,50968.18666667
1210,1622093485414,1622093475414,1622093458845,36569,1622093475550.2666,36705.2666667
1212,876836000887,876835972326,876835932766,96682,876835972394.9325,96750.93248945
1213,263205396782,263205392557,263205394282,6725,263205392962.4,7130.4
1214,10192905618508530,10192905618117904,10192905618400288,498866,1.0192905618117928e+16,498889.12606232
1215,51509379,51509154,51508979,625,51510415.04,1886.04
1216,4447522065988256,4447522065542032,4447522065464080,970400,4447522065542045.0,970413.23745955
1217,4831376414095,4831376403486,4831376370414,54290,4831376403578.746,54382.74643875
1225,12444741146,12444741137,12444741145,10,12444745893.0,4766.0
1227,274314214923,274314213323,274314209298,7225,274314213631.26733,7533.2673267
1234,1877940188,1877939659,1877940088,629,1877941631.533333,2601.5333330000003
1235,722195558453,722195537137,722195544764,35005,722195537285.4182,35153.4181818
1237,48391364992977,48391364937752,48391364979053,69149,48391364937909.484,69306.4879227
1239,898221867888687,898221867712287,898221867803423,261664,898221867712336.9,261713.84018265
1240,34393859306589,34393859289428,34393859245085,78665,34393859289492.066,78729.06483301
1241,82154168087687,82154168061118,82154168001838,112418,82154168061149.52,112449.51783992
1242,35908409386621,35908409333260,35908409351277,88705,35908409333341.07,88786.0719603
1245,1072693733,1072693508,1072693729,229,1072699472.5,6193.5
1246,13248034800,13248034316,13248033504,1780,13248035062.925,2526.925
1246,13248539837,13248034316,13248538541,506817,13248035062.925,507563.925
1247,568688254958,568688246677,568688244349,18890,568688246874.5062,19087.50625
1252,255465331235645,255465331160020,255465331174636,136634,255465331160069.56,136683.55
1254,49692696662393,49692696136768,49692696527704,660314,49692696136816.94,660362.93862275
1255,1941,1940,1937,5,2063.0,128.0
1256,7651026543139,7651026524370,7651026525715,36193,7651026524521.311,36344.3101852
1257,453403106621,453403099732,453403099732,13778,453403099969.31384,14015.3138686
1259,17339679420145,17339679102049,17339679342304,395937,17339679102108.87,395996.86972477
1260,36383716332221,36383716318765,36383716305977,39700,36383716318847.914,39782.91370558
1261,22110226256029,22110225912633,22110226159308,440117,22110225912686.09,440170.08943089
1262,457059523,457058298,457056387,4361,457058774.8333333,4837.8333333
1264,327205872486,327205868517,327205867445,9010,327205868872.1111,9365.1111111
1265,1506138626,1506138482,1506138625,145,1506163797.0,25460.0
1267,112099348373,112099346437,112099338172,12137,112099346644.14935,12344.1493506
1268,60873,60848,60869,29,67037.666667,6218.666667
1270,22746929882,22746929041,22746927481,3242,22746929505.714287,3706.7142857
1271,3971429877474,3971429871545,3971429871390,12013,3971429871770.2847,12238.2847222
1273,13300511003156730,13300511002875830,13300511002707830,729800,1.3300511002875844e+16,729814.31148973
1274,428396963738,428396957497,428396960257,9722,428396957820.4,10045.4
1275,30255126290,30255124441,30255125449,2690,30255125256.605263,3505.6052632
1276,1537652779,1537652455,1537652103,1000,1537653398.6774194,1943.6774194
1277,808339570200,808339562804,808339569416,8180,808339563396.3469,8772.3469388
1278,1012812298,1012812129,1012812073,394,1012813793.352941,2058.352941
1279,153070812550,153070811461,153070810614,3025,153070811913.07043,3477.0704225
1280,22761730,22761694,22761609,157,22764196.545455,2659.545455
1282,705730,705609,705721,130,715306.0,9827.0
1285,6999764654011,6999764648970,6999764652987,6065,6999764649557.87,6652.8703704
1286,30992194834530,30992194617374,30992194831826,219860,30992194617528.285,220014.2843602
1288,6437883928579558,6437883928496614,6437883928521477,141025,6437883928496670.0,141080.59863946
1289,2529273798274,2529273795138,2529273792033,9377,2529273795398.2197,9637.2195122
1289,2529273795427,2529273795138,2529273789186,6530,2529273795398.2197,6790.2195122
1291,13399712099329,13399712052673,13399712074993,70992,13399712052812.338,71131.3376068
1292,507395953160,507395949439,507395950559,6322,507395949856.96155,6739.9615385
1293,88396342335,88396341894,88396341806,970,88396342765.83333,1841.8333333
1295,85800551,85800487,85800382,233,85802550.461538,2296.461538
1298,2804146771482,2804146761878,2804146759818,21268,2804146762038.708,21428.7079208
1300,21857706976094,21857706949850,21857706961933,40405,21857706950014.9,40569.8989899
1301,31557219164,31557218380,31557217228,2720,31557218962.377357,3302.3773585
1302,4441684095423,4441684082654,4441684086014,22178,4441684082843.372,22367.372093
1303,967081953794,967081952894,967081953010,1684,967081953906.2812,2696.28125
1304,6082805758,6082805502,6082804314,1700,6082806074.5,2272.5
1305,1506605705,1506605381,1506604549,1480,1506606276.942857,2375.9428571
1305,1506605550,1506605381,1506604394,1325,1506606276.942857,2220.9428571
1306,455384454816964,455384454786688,455384454798468,48772,455384454786780.9,48864.89488636
1307,24853269772123,24853269738267,24853269753627,52352,24853269738390.34,52475.3409091
1309,2852602197,2852601836,2852601756,802,2852602842.25,1808.25
1311,63685667659,63685666698,63685666698,1922,63685667454.7619,2678.7619048
1312,946346237,946346041,946344637,1796,946346583.7288136,2338.7288135999997
1313,802081066598,802081055989,802081060669,16538,802081056245.5238,16794.5238095
1314,3,2,2,2,10683.0,10683.0
1315,6670129967064007,6670129967032678,6670129967034766,60570,6670129967032794.0,60686.4857143
1316,178247043416,178247042887,178247041300,2645,178247043492.6415,3250.6415094
1317,120567485585711,120567485540342,120567485468062,163018,120567485540396.64,163072.63651591
1318,1586981025,1586980449,1586981016,585,1586982463.0,2599.0
1320,96059618,96059602,96059617,17,96083748.0,24163.0
1322,15507009027,15507008351,15507006426,3277,15507008799.414286,3725.4142857
1324,568669955038,568669953949,568669948149,7978,568669954207.072,8236.072
1325,43765880935,43765879911,43765877214,4745,43765880272.625,5106.625
1327,41738975099349,41738975068373,41738975092788,37537,41738975068587.38,37751.3866667
1327,41738975072598,41738975068373,41738975066037,10786,41738975068587.38,11000.3866667
1328,147469,147465,147460,13,155233.333333,7781.333333
1328,157869,147465,157860,10413,155233.333333,18181.333333
1330,3048807956,3048806660,3048807952,1300,3048813647.5,8287.5
1331,30849813299,30849811699,30849810383,4516,30849812068.05682,4885.0568182
1332,18350110024469,18350109731788,18350109910900,406250,18350109731840.566,406302.56500803
1333,39050756478650,39050756037754,39050756365754,553792,39050756037799.72,553837.71988796
1334,31300388577507,31300388166626,31300388448626,539762,31300388166672.336,539808.33522727
1335,698913307978,698913306042,698913304257,5657,698913306321.3839,5936.3839286
1336,386681031383,386681014483,386681022734,25549,386681014741.656,25807.656
1337,82,82,81,1,11351.0,11270.0
1338,29227352015883,29227352009322,29227352001483,20961,29227352009494.83,21133.827957
1344,95853159020,95853158291,95853151451,8298,95853158573.55652,8580.5565217
1346,2290395550485,2290395542564,2290395535601,22805,2290395542702.3813,22943.3813559
1347,2751391711318079,2751391711152430,2751391711292798,190930,2751391711152483.0,190982.99351702
1348,1104836814126452,1104836814075376,1104836813562451,615077,1104836814075390.6,615091.56983986
1349,3894362062921,3894362058565,3894362057296,9981,3894362058747.4487,10163.4488636
1350,37695564,37695515,37695555,58,37701720.0,6263.0
1352,1464022709,1464022609,1464022484,325,1464023930.0,1646.0
1353,10241515852,10241497356,10241497356,36992,10241497486.02,37122.02
1353,10241506192,10241497356,10241487696,27332,10241497486.02,27462.02
1354,156531919147663,156531919070379,156531919065867,159080,156531919070427.2,159128.18047337
1355,1047904066,1047903582,1047903705,845,1047904818.666667,2081.666667
1356,5315595170,5315593649,5315594809,1882,5315594647.115385,2880.1153845999997
1356,5315598690,5315593649,5315598329,5402,5315594647.115385,6400.1153846
1357,478324518432,478324516496,478324516988,3380,478324517188.26666,4072.2666667
1358,556258072639993,556258072637689,556258072623609,18688,556258072637801.7,18800.6909722
1359,2173985201,2173984717,2173984360,1325,2173985655.28125,2263.28125
1360,30424151819,30424150795,30424151419,1424,30424152073.24,2702.24
1361,63794685150530,63794685049406,63794685086014,165640,63794685049480.64,165714.64137931
1362,2710440224,2710440055,2710439263,1130,2710440706.367347,1781.3673469
1363,593517131589,593517127100,593517109980,26098,593517127222.7765,26220.7765152
1364,3050682980381,3050682977017,3050682921817,61928,3050682977083.593,61994.59266802
1365,1338921552472425,1338921552269024,1338921552348521,327305,1338921552269062.5,327343.57497048
1366,6346857609235,6346857598626,6346857578610,41234,6346857598730.645,41338.6442308
1367,127120787449175,127120787407150,127120787443246,47954,127120787407310.03,48114.0247525
1368,276722107482983,276722107455758,276722107431454,78754,276722107455842.56,78838.55297158
1369,222959229765,222959225669,222959220356,13505,222959225859.26035,13695.260355
1370,100205329325992,100205329289128,100205329299096,63760,100205329289249.92,63881.9250936
1371,17624912842,17624910993,17624912442,2249,17624911997.125,3253.125
1372,164021028544175,164021028508454,164021028449926,129970,164021028508509.78,130025.79045997
1373,14362697650,14362696050,14362696561,2689,14362696664.692308,3303.6923077
1374,101041040618,101041039097,101041039249,2890,101041039731.49019,3524.4901961
1375,175093627339427,175093627332202,175093627273891,72761,175093627332259.78,72818.78230089
1376,2602238264807,2602238227171,2602238216407,86036,2602238227260.1616,86125.16164384
1377,1875943862,1875937138,1875943286,7300,1875937983.5555556,8145.5555556
1379,645046433712,645046428236,645046426823,12365,645046428431.6288,12560.6287425
1380,525186561540,525186551936,525186554315,16829,525186552170.15826,17063.1582734
1381,17648765813659,17648765793210,17648765795163,38945,17648765793373.676,39108.675
1382,1294849461,1294848785,1294848932,1205,1294849667.8055556,2087.8055556
1383,1037632275520,1037632267420,1037632268631,14989,1037632267613.9337,15182.9337349
1384,2926487193555,2926487183354,2926487190851,12905,2926487183712.398,13263.3977273
1386,83915011758,83915011397,83914992989,19130,83915011529.19838,19262.1983806
1387,6238843731470,6238843709566,6238843722821,30553,6238843709842.735,30829.7350427
1388,39796378368434,39796378343785,39796378347698,45385,39796378343913.26,45513.254902
1389,1048489339694,1048489334069,1048489334510,10809,1048489334374.7925,11114.7924528
1391,87057193,87057093,87056997,296,87059380.0,2583.0
1392,9256447496,9256444996,9256446472,3524,9256445598.867924,4126.8679245
1393,1998519917351,1998519914435,1998519915047,5220,1998519914978.7544,5763.754386
1394,3137454577390,3137454571614,3137454571914,11252,3137454571881.217,11519.2166667
1394,3137454573550,3137454571614,3137454568074,7412,3137454571881.217,7679.2166667
1395,17817139235548,17817139189323,17817139167427,114346,17817139189396.38,114419.37892377
1395,17817139632879,17817139189323,17817139564758,511677,17817139189396.38,511750.37892377
1397,111367595580059744,111367595575350848,111367595579565536,5203109,1.1136759557535086e+17,5203132.69135802
1398,140088203834265,140088203739401,140088203611481,317648,140088203739430.75,317677.75090909
1399,161234,161218,161218,32,166726.75,5540.75
1400,230060982051852,230060981937608,230060981938283,227813,230060981937650.66,227855.67103539
1404,1473111527,1473109591,1473108502,4961,1473110047.2676055,5417.2676056
1406,48864868,48864612,48864084,1040,48865681.7,2109.7
1408,15752311709897,15752311696901,15752311700681,22212,15752311697094.414,22405.4142012
1409,104453415556,104453414331,104453414827,1954,104453415365.5,2988.5
1412,16608926960084,16608926930155,16608926948848,41165,16608926930304.127,41314.1278539
1415,151807142,151807042,151807141,101,151837245.0,30304.0
1416,21020360177683,21020359835458,21020360071407,448501,21020359835511.164,448554.16260163
1417,119098306488681,119098306125072,119098306386920,465370,119098306125121.92,465419.9266055
1418,17909007301717,17909007280401,17909007254628,68405,17909007280486.414,68490.41315789
1419,3280298367481,3280298364345,3280298360757,9860,3280298364563.2417,10078.2416107
1420,157352109,157351940,157352105,173,157361068.666667,9301.666667
1422,1431155131616,1431155110300,1431155127127,25805,1431155110567.328,26072.3278689
1423,653578309165596,653578309107996,653578309114520,108676,653578309108064.2,108744.26359833
1425,709859788298261,709859788210052,709859788188700,197770,709859788210092.5,197810.4382716
1428,200020306851,200020279955,200020290210,43537,200020280095.85776,43677.8577586
1432,154200726090,154200723881,154200726065,2234,154200728267.6,6620.6
1433,251373894092,251373888467,251373888008,11709,251373888720.2093,11962.2093023
1433,251373888723,251373888467,251373882639,6340,251373888720.2093,6593.2093023
1434,5170089474,5170089393,5170089425,130,5170092630.888889,3367.888889
1435,112658048811,112658047367,112658046962,3293,112658047946.28572,3872.2857143
1435,112658047368,112658047367,112658045519,1850,112658047946.28572,2429.2857143
1436,3671209849380806,3671209849275830,3671209849137757,348025,3671209849275853.0,348047.94600281
1437,2606670056096,2606670053695,2606670049040,9457,2606670053934.1406,9696.1407407
1438,1014441935757,1014441933356,1014441929981,8177,1014441933670.8613,8491.8613861
1439,149474143,149473918,149473614,754,149475035.689655,1871.689655
1440,22865306872564,22865306865675,22865306867940,11513,22865306865880.01,11718.0128205
1441,6482527691,6482526395,6482526962,2025,6482527457.5,3087.5
1442,60037767798918,60037767218274,60037767634082,745480,60037767218317.87,745523.86657682
1444,40513811922,40513810158,40513810478,3208,40513810757.17308,3807.1730769
1445,175474929005706,175474928848097,175474928982602,180713,175474928848141.97,180757.95724138
1446,24340370706211,24340370699811,24340370679315,33296,24340370699908.355,33393.35628743
1447,2057167047006,2057167031877,2057167025102,37033,2057167032012.4346,37168.4345992
1448,44782756856741,44782756422460,44782756746517,544505,44782756422510.21,544555.21472393
1449,4883751350042,4883751329878,4883751337498,32708,4883751330058.533,32888.5333333
1451,329988107865924,329988107833163,329988107847155,51530,329988107833244.5,51611.4775
1453,16444979500312,16444979478703,16444979486151,35770,16444979478840.707,35907.706383
1453,16444979478739,16444979478703,16444979464578,14197,16444979478840.707,14334.706383
1456,19715037700088,19715037691624,19715037691624,16928,19715037691807.29,17111.2881356
1458,1206973109192954,1206973109177578,1206973109185898,22432,1206973109177856.2,22710.2564103
1460,5008416747692,5008416737692,5008416738667,19025,5008416737854.085,19187.0845771
1461,930358685004046,930358684681422,930358684873725,452945,930358684681455.4,452978.34317719
1462,35775453706,35775452745,35775453697,970,35775456985.6,5210.6
1465,166498,166473,166489,34,168276.333333,1837.333333
1466,4668346782320,4668346775920,4668346772119,16601,4668346776100.011,16781.0111732
1478,9482153641490,9482153636014,9482153639890,7076,9482153636373.19,7435.1888889
1478,9482153637170,9482153636014,9482153635570,2756,9482153636373.19,3115.1888889
1482,6796028698,6796028577,6796026582,2237,6796029086.730159,2746.7301587
1484,44682966569,44682965480,44682965944,1714,44682966469.30303,2703.3030303
1485,113844524766,113844524190,113844523805,1537,113844524985.54054,2332.5405405
1486,126934909404280,126934909332456,126934909393255,82849,126934909332584.73,82977.7351779
1487,134291222546,134291221522,134291222482,1088,134291223275.08333,2841.083333
1488,274447177122,274447174521,274447171938,7785,274447174872.25555,8136.2555556
1490,21596274453186,21596274105086,21596274346257,455029,21596274105136.668,455079.66976744
1491,48532280054549,48532279565948,48532279940305,602845,48532279566001.5,602898.49673203
1491,48532279566732,48532279565948,48532279452488,115028,48532279566001.5,115081.49673203
1493,22256692941285,22256692938981,22256692938476,5113,22256692939377.113,5509.1125
1494,4912698158951491,4912698158868547,4912698158913466,120969,4912698158868589.0,121010.57834395
1495,343613614990580,343613614809104,343613614914955,257101,343613614809142.44,257139.41079812
1496,23795803704753,23795803325297,23795803609272,474937,23795803325352.64,474992.64115646
1497,37524587319913,37524586873689,37524587200888,565249,37524586873740.195,565300.196875
1498,18526907607142,18526907286786,18526907518933,408565,18526907286840.707,408619.70854271
1498,18526907288155,18526907286786,18526907199946,89578,18526907286840.707,89632.70854271
1499,19552782742547,19552782436738,19552782640147,408209,19552782436789.215,408260.2143975
1500,5688901492,5688901131,5688900816,1037,5688902124.866667,2030.8666667
1501,65833188,65832992,65832864,520,65833940.1333333,1468.1333333
1502,91527670,91527570,91527589,181,91530082.666667,2693.666667
1502,91563291,91527570,91563210,35802,91530082.666667,38314.666667
1503,13082254,13082029,13082110,369,13083676.777778,2016.777778
1504,70650589727,70650578702,70650578911,21841,70650578899.61818,22038.6181818
1505,109923321,109922960,109922480,1202,109923894.03125,2136.03125
1506,36423092,36422896,36422131,1157,36423831.9411765,2092.9411765
1507,11119350,11119314,11119229,157,11121110.818182,1953.818182
1508,133442840022,133442837906,133442839661,2477,133442839012.28572,3583.285714
1508,133442895027,133442837906,133442894666,57482,133442839012.28572,58588.285714
1509,696753377367,696753370311,696753376071,8352,696753370920.0577,8961.0576923
1511,180713410866,180713410817,180713410865,50,180713411900.0,1133.0
1512,6633516202,6633516081,6633516193,130,6633519484.0,3533.0
1513,204336902593,204336898104,204336901368,5714,204336898703.2037,6313.2037037
1514,6086933572266,6086933557137,6086933567910,19485,6086933557389.594,19737.59375
1515,13053337294,13053336765,13053337230,593,13053339421.6,3249.6
1516,662547833,662547664,662547769,233,662551103.0,3672.0
1516,662552288,662547664,662552224,4688,662551103.0,8127.0
1517,1800814133,1800814097,1800814132,37,1800817521.0,3461.0
1519,17972321947515,17972321639490,17972321842539,413001,17972321639540.965,413051.965625
1520,27369882579478,27369882529302,27369882527037,102617,27369882529389.934,102704.93548387
