Node,credibility-WithoutUsercount,credibility-whioutDatabyte,credibility-withoutline,credibility-whioutDatabyte_withMeanData,credibility-withoutline_withMeanData,HITS
953,0.001040679,4.16E-05,4.45E-05,0.341716287,3.27E-11,1.40E-05
954,0.154054601,0.006161846,0.006594205,0.00132535,1.07E-05,0.003428946
955,0.22787264,0.009114406,0.009753937,0.343711711,3.29E-11,0.002493787
956,4.04E-06,1.62E-07,1.73E-07,0.017641465,0.002204932,0.004288752
957,0.034591792,0.001383596,0.001480679,0.344210567,3.30E-11,0.001815001
958,0.000987962,3.95E-05,4.23E-05,0.000792577,3.11E-05,0.000821225
959,3.59E-08,1.44E-09,1.54E-09,0.344709423,3.30E-11,0.006031324
960,0.001339899,5.36E-05,5.74E-05,0.000965995,6.90E-05,0.000680761
963,0.075686861,0.003027309,0.003239726,0.347203702,3.32E-11,0.001484058
964,3.53E-05,1.41E-06,1.51E-06,2.95E-05,0.000680422,0.000215589
965,0.129451086,0.00517776,0.005541068,0.347702558,3.33E-11,0.019241071
966,0.016884724,0.000675352,0.000722739,0.000504827,6.95E-05,0.000444176
967,0.001437893,5.75E-05,6.15E-05,0.347702558,3.33E-11,9.49E-07
968,0.004108409,0.000164327,0.000175858,0.000104884,6.95E-05,0.000175058
969,0.496574946,0.019861909,0.02125556,0.348201414,3.33E-11,2.42E-06
972,0.24337242,0.009734363,0.010417394,0.002242452,4.73E-05,0.001316801
974,7.19E-05,2.88E-06,3.08E-06,0.34870027,3.34E-11,0.012469417
975,0.165056771,0.006601909,0.007065145,0.045395886,3.25E-05,0.009343262
978,6.89E-05,2.76E-06,2.95E-06,0.349199126,3.34E-11,0.000713116
980,0.094410451,0.003776211,0.004041176,0.001476055,0.000615245,0.001287706
981,0.046331479,0.001853158,0.001983188,0.349697982,3.35E-11,0.000449944
982,5.60E-09,2.24E-10,2.40E-10,0.00114689,0.001597928,0.000558066
983,0.030783862,0.001231287,0.001317683,0.350695693,3.36E-11,0.000365913
984,0.000425262,1.70E-05,1.82E-05,0.00022238,0.88995763,0.002077294
985,0.076665693,0.00306646,0.003281624,0.351194549,3.36E-11,9.83E-06
986,0.025925812,0.001036976,0.001109737,2.43E-05,0.030973313,0.006811961
988,0.2674722,0.010698302,0.011448969,0.351693405,3.37E-11,0.002420422
989,0.624687586,0.024986134,0.026739336,1.54E-05,0.034741295,7.83E-05
991,5.01E-06,2.01E-07,2.15E-07,0.352192261,3.37E-11,0.001395046
992,0.014005892,0.000560205,0.000599513,0.0001352,0.507918188,0.004925932
993,0.014162537,0.00056647,0.000606218,0.352691117,3.38E-11,0.000329515
994,0.684356088,0.027372743,0.029293407,0.820617946,2.79E-05,0.000898564
999,0.009791103,0.000391623,0.000419102,0.353189973,3.38E-11,0.006920713
1000,0.00248886,9.95E-05,0.000106534,2.33E-05,0.003595904,0.000162555
1002,0.007300674,0.000292011,0.0003125,0.353688829,3.39E-11,7.02E-05
1003,1.00E-10,4.00E-12,4.28E-12,1.82E-05,0.000274935,0.000106092
1004,0.087104946,0.003484007,0.003728469,0.354187685,3.39E-11,0.000201617
1005,0.004725304,0.000189002,0.000202263,1.24E-05,0.000915713,4.77E-05
1006,0.023634556,0.00094533,0.001011661,0.354686541,3.40E-11,0.003052081
1007,8.77E-07,3.51E-08,3.75E-08,0.000143316,0.29736799,0.001921725
1008,0.098998591,0.003959727,0.004237569,0.355185397,3.40E-11,0.000714602
1009,0.358080466,0.014322434,0.015327396,0.000484998,1.97E-05,0.000165509
1010,0.090470059,0.003618604,0.003872511,0.355684252,3.41E-11,0.002416681
1011,0.000468446,1.87E-05,2.01E-05,0.000391003,2.83E-05,5.93E-07
1012,0.000934309,3.74E-05,4.00E-05,0.356681964,3.42E-11,6.57E-05
1013,0.000000323,1.29E-08,1.38E-08,4.45E-05,0.001996607,0.015921614
1014,0.179464779,0.007178198,0.00768187,0.356681964,3.42E-11,0.003753134
1016,0.495998114,0.019838837,0.021230869,0.999988796,0.001996607,4.19E-05
1017,0.004199987,0.00016799,0.000179778,0.357679676,3.42E-11,0.001981364
1018,0.251077804,0.010042562,0.010747218,0.002410701,0.000742178,0.002047325
1019,0.472492671,0.018898671,0.020224734,0.358178532,3.43E-11,0.001201327
1020,0.235789276,0.009431054,0.010092803,7.80E-05,0.010499912,0.000657663
1021,0.009039635,0.000361566,0.000386936,0.358677388,3.43E-11,0.006330562
1022,0.035189704,0.001407511,0.001506272,0.000579905,0.000201981,0.000416593
1023,0.034294738,0.001371714,0.001467963,0.363167091,3.48E-11,0.006146079
1027,0.047016919,0.001880574,0.002012528,0.000443832,0.003034562,5.00E-05
1028,0.185369352,0.007414368,0.007934612,0.363167091,3.48E-11,0.000366968
1029,6.86E-06,2.74E-07,2.93E-07,7.30E-05,0.003034562,0.001018534
1030,0.0110981,0.0004439,0.000475047,0.364164803,3.49E-11,2.24E-05
1032,0.79739175,0.031893922,0.034131823,5.00E-05,0.016501213,0.001130755
1033,0.013690095,0.000547574,0.000585995,0.366160226,3.51E-11,4.97E-08
1034,7.04E-05,2.82E-06,3.01E-06,0.000225623,0.009049056,0.000245637
1035,4.00E-10,1.60E-11,1.71E-11,0.366160226,3.51E-11,0.003712499
1036,1.40E-07,5.58E-09,5.98E-09,6.10E-05,0.009049056,0.001073277
1038,0.00796986,0.000318777,0.000341145,0.366659082,3.51E-11,0.000368324
1043,7.00E-10,2.80E-11,3.00E-11,1.78E-05,2.03E-10,6.74E-06
1044,0.009428725,0.000377128,0.00040359,0.367157938,3.52E-11,0.000326508
1046,0.00016323,6.53E-06,6.99E-06,0.276733548,0.489236567,0.001232749
1047,0.446962094,0.017877504,0.019131915,0.367656794,3.52E-11,0.003018607
1049,0.002106898,8.43E-05,9.02E-05,0.007272356,0.002623857,5.93E-07
1050,0.002876975,0.000115073,0.000123147,0.36815565,3.53E-11,0.001104272
1051,0.004897204,0.000195877,0.000209622,0.005596909,0.000392669,0.000102411
1052,0.012083836,0.000483327,0.000517241,0.369153362,3.53E-11,7.64E-07
1053,0.304570808,0.012182165,0.013036951,0.002349941,5.53E-05,0.004576969
1055,0.369565887,0.014781825,0.015819022,0.369652217,3.54E-11,1.29E-05
1057,0.004004423,0.000160168,0.000171407,0.006007856,0.000658404,0.001002704
1058,0.002347218,9.39E-05,0.000100471,0.370151073,3.54E-11,0.000487583
1059,0.088113706,0.003524355,0.003771649,1.47E-05,0.000174928,0.000670056
1063,0.093331853,0.00373307,0.003995008,0.371148785,3.55E-11,0.00138083
1064,0.012228096,0.000489097,0.000523416,0.015127715,0.009287275,0.000239949
1070,0.018071866,0.000722835,0.000773554,0.372146497,3.56E-11,0.000625726
1071,0.018634249,0.000745329,0.000797627,0.003210113,0.000252637,7.28E-07
1077,0.366342471,0.014652896,0.015681045,0.373144209,3.57E-11,7.37E-05
1078,0.156048335,0.006241591,0.006679545,0.000213336,0.000102669,0.000131493
1087,0.298007064,0.011919629,0.012755994,0.373643065,3.58E-11,0.00192056
1099,0.001737701,6.95E-05,7.44E-05,2.03E-05,9.65E-05,1.00E-04
1100,0.135735117,0.005429107,0.005810051,0.374640776,3.59E-11,0.000552852
1101,0.22247265,0.008898418,0.009522794,0.000792537,0.000317907,0.000231172
1109,7.38E-07,2.95E-08,3.16E-08,0.375139632,3.59E-11,1.69E-05
1110,0.073612967,0.002944357,0.003150954,0.003080325,0.000603815,0.000258956
1111,2.77E-05,1.11E-06,1.19E-06,0.375638488,3.60E-11,0.000203856
1112,6.60E-06,2.64E-07,2.82E-07,0.000775601,0.782475028,1.50E-05
1113,0.066353861,0.002654009,0.002840233,0.3766362,3.61E-11,0.000212225
1114,0.004417939,0.000176708,0.000189107,6.53E-05,2.76E-07,3.48E-05
1117,0.288930659,0.011556593,0.012367484,0.378631624,3.63E-11,0.000152059
1120,0.800275781,0.032009277,0.034255272,6.12E-05,0.000111895,1.80E-07
1121,0.002500714,0.000100023,0.000107041,0.380128191,3.64E-11,0.00050684
1122,0.009928654,0.000397124,0.000424989,0.333734593,4.06E-06,0.000481991
1125,0.230017761,0.009200206,0.009845757,0.381125903,3.65E-11,0.002765996
1126,0.016085915,0.000643401,0.000688547,1.81E-05,0.001713558,0.001767221
1127,0.029600672,0.001183962,0.001267037,0.381624759,3.65E-11,2.68E-09
1129,2.25E-05,8.99E-07,9.62E-07,0.007862353,0.028255011,0.000117059
1130,5.52E-05,2.21E-06,2.36E-06,0.382123615,3.66E-11,0.000267527
1132,0.024966948,0.000998623,0.001068694,0.788691168,0.000753229,0.001373858
1133,0.113675092,0.004546754,0.004865787,0.383121327,3.67E-11,1.01E-05
1134,0.020432717,0.000817264,0.000874609,0.859029849,5.21E-06,0.003685368
1135,0.000118937,4.76E-06,5.09E-06,0.383620182,3.67E-11,0.003910632
1136,0.017706595,0.000708225,0.000757919,0.000561213,1.62E-05,4.75E-06
1140,0.005113863,0.000204543,0.000218895,0.384119038,3.68E-11,0.000490898
1141,0.000150043,6.00E-06,6.42E-06,0.005923894,0.00339664,0.000325289
1142,0.022912141,0.000916435,0.000980739,0.384617894,3.68E-11,0.003267477
1143,0.001122796,4.49E-05,4.81E-05,0.022667174,0.045533971,0.000443368
1144,0.016187687,0.000647472,0.000692903,0.38511675,3.69E-11,0.000784255
1146,0.113664277,0.004546322,0.004865324,9.87E-05,0.023514439,0.000564136
1147,0.0012729,5.09E-05,5.45E-05,0.38511675,3.69E-11,0.002217606
1148,0.070310236,0.002812255,0.003009583,8.46E-05,0.023514439,9.33E-05
1152,0.07537277,0.003014746,0.003226281,0.385615606,3.69E-11,0.002503275
1153,0.001235053,4.94E-05,5.29E-05,0.000517743,0.003410331,0.001923374
1154,0.001331388,5.33E-05,5.70E-05,0.386613318,3.70E-11,0.000865523
1155,0.000192825,7.71E-06,8.25E-06,0.000962986,0.00062563,3.42E-05
1158,0.068644394,0.002745625,0.002938278,0.387112174,3.71E-11,0.001978235
1159,0.042480319,0.00169912,0.001818342,1.74E-05,0.000636842,0.001332285
1160,0.006257933,0.000250304,0.000267867,0.38761103,3.71E-11,0.00278363
1162,0.021618963,0.000864711,0.000925385,2.33E-05,0.002488428,0.002481339
1164,0.000415941,1.66E-05,1.78E-05,0.388608741,3.72E-11,0.002269586
1166,0.000000011,4.40E-10,4.71E-10,9.54E-05,1.73E-05,0.002950337
1167,0.000905466,3.62E-05,3.88E-05,0.388608741,3.72E-11,0.002828886
1168,0.386421511,0.015456013,0.016540515,1.78E-05,1.73E-05,0.00266548
1169,0.062072107,0.002482748,0.002656955,0.389107597,3.73E-11,0.00197358
1170,0.022282963,0.00089127,0.000953807,0.000131184,0.019032245,0.005643659
1171,0.005324545,0.00021297,0.000227914,0.390105309,3.74E-11,4.80E-05
1173,1.41E-08,5.64E-10,6.04E-10,5.23E-05,0.018284558,0.0007285
1174,0.583756844,0.023348994,0.024987323,0.390604165,3.74E-11,0.004174802
1175,0.003442474,0.000137691,0.000147353,0.009955213,0.007041491,0.002584263
1176,1.64E-06,6.56E-08,7.02E-08,0.390604165,3.74E-11,0.001075436
1177,6.59E-05,2.64E-06,2.82E-06,0.007884208,0.007041491,0.000301389
1178,0.002020942,8.08E-05,8.65E-05,0.391103021,3.74E-11,0.003282098
1181,0.508283706,0.020330234,0.021756746,6.85E-05,0.321528508,0.003195893
1182,0.118325638,0.004732766,0.00506485,0.391103021,3.74E-11,0.002510309
1183,0.239211864,0.00956795,0.010239305,3.45E-05,0.321528508,0.00556395
1184,0.167266641,0.006690299,0.007159737,0.391601877,3.75E-11,0.001062517
1187,0.076897253,0.003075722,0.003291536,0.000160397,0.739681617,0.001707525
1189,0.168328641,0.006732777,0.007205195,0.392100733,3.75E-11,0.001422957
1190,0.000546166,2.18E-05,2.34E-05,0.000116942,0.004037306,7.28E-05
1191,0.23570975,0.009427873,0.010089399,0.392599589,3.76E-11,0.000591317
1192,0.000855551,3.42E-05,3.66E-05,2.30E-05,0.000945911,0.000407367
1193,0.143511159,0.005740132,0.0061429,0.393098444,3.76E-11,0.000983269
1194,0.025120746,0.001004775,0.001075277,1.83E-05,3.98E-05,5.54E-05
1196,0.026335294,0.001053354,0.001127265,0.3935973,3.77E-11,0.000342709
1197,0.06977876,0.002790997,0.002986833,2.34E-05,0.001409512,0.001482897
1198,0.002989282,0.000119565,0.000127954,0.394595012,3.78E-11,3.47E-05
1199,0.001477777,5.91E-05,6.33E-05,0.001610571,0.000327061,0.000248803
1200,0,0,0,0.39609158,3.79E-11,7.27E-05
1201,0.011179517,0.000447156,0.000478532,1.02E-05,0.002693299,0.001139627
1202,0.000154118,6.16E-06,6.60E-06,0.396590436,3.80E-11,0.000406526
1203,0.000700637,2.80E-05,3.00E-05,1.22E-05,0.003387379,0.001489601
1204,0.013187794,0.000527483,0.000564495,0.398087003,3.81E-11,0.000457704
1205,0.10447385,0.004178725,0.004471934,0.000202007,0.054190754,1.16E-05
1206,2.28E-05,9.13E-07,9.77E-07,0.398585859,3.82E-11,0.000644023
1207,0.005905915,0.000236224,0.000252799,0.000376222,0.236277935,0.000835233
1208,0.066906024,0.002676094,0.002863868,0.399084715,3.82E-11,2.86E-05
1209,0.047666032,0.001906537,0.002040313,0.008266047,0.00056074,0.000326735
1210,0.045273022,0.001810822,0.001937882,0.399583571,3.83E-11,0.001582179
1212,1.02E-05,4.07E-07,4.35E-07,1.09E-05,5.12E-05,2.96E-06
1213,0.30824538,0.012329139,0.013194238,0.400082427,3.83E-11,0.000104054
1214,0.005135824,0.000205422,0.000219836,0.001147633,0.000208539,4.17E-05
1215,0.014303656,0.000572115,0.000612258,0.400581283,3.84E-11,0.000177975
1216,0.006092705,0.000243695,0.000260794,0.233157887,0.130394869,0.000748408
1217,0.006385674,0.000255413,0.000273335,0.401080139,3.84E-11,1.22E-05
1225,0.000000048,1.92E-09,2.05E-09,0.000108686,1.89E-05,1.64E-06
1227,0.000359091,1.44E-05,1.54E-05,0.402077851,3.85E-11,4.40E-07
1234,0.014497657,0.000579874,0.000620563,0.00198619,0.001431644,6.81E-07
1235,0.177264059,0.007090174,0.00758767,0.403075562,3.86E-11,1.38E-06
1237,0.092497665,0.003699704,0.003959301,0.00278386,0.002201612,0.000126766
1239,6.78E-05,2.71E-06,2.90E-06,0.403574418,3.86E-11,3.14E-05
1240,0.060391713,0.002415536,0.002585027,0.000458478,0.271146454,0.000100508
1241,0.002199298,8.80E-05,9.41E-05,0.405569842,3.88E-11,0.000116785
1242,0.657015545,0.026279181,0.028123113,8.99E-05,0.011016692,0.000106442
1245,0.022732647,0.000909256,0.000973056,0.406068698,3.89E-11,2.93E-05
1246,0.025366363,0.001014599,0.00108579,2.78E-05,0.000119186,0.000548434
1247,0.002395125,9.58E-05,0.000102522,0.406567554,3.89E-11,6.89E-07
1252,0.011139287,0.000445547,0.00047681,0.000170718,0.011403206,9.34E-07
1254,0.004485772,0.000179421,0.00019201,0.407066409,3.90E-11,1.14E-06
1255,0.039519334,0.001580687,0.001691599,0.000162333,9.11E-05,2.31E-06
1256,0.016929477,0.000677142,0.000724655,0.408064121,3.91E-11,2.34E-06
1257,0.132903309,0.005315841,0.005688838,0.000160043,4.08E-05,5.27E-05
1259,0.012883491,0.000515311,0.000551469,0.408562977,3.91E-11,2.92E-06
1260,0.007327746,0.000293094,0.000313659,6.28E-05,2.29E-05,0.001978236
1261,4.70E-09,1.88E-10,2.01E-10,0.409061833,3.92E-11,0.002590057
1262,0.003062124,0.000122478,0.000131072,6.82E-05,5.38E-06,0.002288921
1264,0.003818125,0.000152717,0.000163432,0.409560689,3.92E-11,0.000781183
1265,0.052613014,0.002104405,0.002252065,3.91E-05,0.00012239,0.00032597
1267,0.077203275,0.003087962,0.003304635,0.410059545,3.93E-11,0.000722045
1268,0.000314691,1.26E-05,1.35E-05,0.001371115,0.012228485,0.000492676
1270,0.006678429,0.000267123,0.000285866,0.411057257,3.94E-11,0.000290718
1271,0.004158062,0.000166313,0.000177983,0.000247587,0.000166618,0.000534874
1273,0.117925826,0.004716775,0.005047736,0.411556113,3.94E-11,0.000204871
1274,0.327938754,0.013116831,0.0140372,5.28E-05,0.063422596,0.001125983
1275,0.00617458,0.00024697,0.000264299,0.412054968,3.95E-11,0.000217768
1276,0.000016704,6.68E-07,7.15E-07,0.000120868,0.000580325,0.004295702
1277,0.006527875,0.000261101,0.000279421,0.412553824,3.95E-11,0.001385434
1278,0.301977899,0.012078454,0.012925963,0.000108561,0.006967423,0.000363199
1279,4.36E-05,1.74E-06,1.87E-06,0.41305268,3.96E-11,3.54E-08
1280,0.002085438,8.34E-05,8.93E-05,2.74E-05,0.218824082,0.00214544
1282,0.000652962,2.61E-05,2.79E-05,0.415048104,3.97E-11,0.000368022
1285,0.035837305,0.001433414,0.001533992,0.000162961,2.02E-08,0.000574404
1286,0.035286833,0.001411396,0.001510429,0.416544671,3.99E-11,0.000925687
1288,0.181159828,0.007245996,0.007754426,8.13E-05,7.52E-06,0.000237198
1289,0.000020747,8.30E-07,8.88E-07,0.418540095,4.01E-11,0.002415569
1291,0.006394488,0.000255766,0.000273712,3.20E-05,3.14E-10,0.007128572
1292,0.009351219,0.000374028,0.000400273,0.419038951,4.01E-11,0.000321162
1293,0.028622832,0.001144851,0.001225181,0.000216673,6.80E-05,0.000612535
1295,3.98E-05,1.59E-06,1.70E-06,0.419537807,4.02E-11,0.000337601
1298,0.068583139,0.002743175,0.002935656,0.115390816,0.073609318,0.000398604
1300,0.000643271,2.57E-05,2.75E-05,0.420036663,4.02E-11,0.000737905
1301,0.000420325,1.68E-05,1.80E-05,0.000166613,0.028351127,0.00034977
1302,0.00000005,2.00E-09,2.14E-09,0.420036663,4.02E-11,0.002800125
1303,0.018815656,0.000752585,0.000805392,0.000117012,0.028351127,0.003182911
1304,0.083466539,0.003338479,0.00357273,0.420535519,4.03E-11,0.001338632
1305,0.006755185,0.000270193,0.000289151,0.000971492,5.18E-05,0.000541871
1306,0.002661914,0.000106471,0.000113941,0.421034375,4.03E-11,0.003670451
1307,2.33E-07,9.31E-09,9.96E-09,0.002961623,0.000249334,0.003274914
1309,0.025441599,0.001017608,0.001089011,0.422032086,4.04E-11,0.005183279
1311,0.052722867,0.002108799,0.002256767,1.85E-05,6.73E-07,0.002901716
1312,0.036697539,0.001467821,0.001570814,0.422032086,4.04E-11,0.000273598
1313,9.60E-09,3.84E-10,4.11E-10,3.51E-05,6.73E-07,0.003452002
1314,0.175488234,0.007019145,0.007511657,0.423029798,4.05E-11,0.001363937
1315,0.003510941,0.00014043,0.000150283,0.000821925,0.000242945,-2.44E-22
1316,0.015242861,0.000609681,0.000652461,0.423528654,4.06E-11,0.001320486
1317,0.000636384,2.55E-05,2.72E-05,0.000832276,4.95E-05,0.000157374
1318,0.093803863,0.003751949,0.004015212,0.42402751,4.06E-11,3.09E-05
1320,0.001179346,4.72E-05,5.05E-05,0.000928396,5.28E-05,5.10E-05
1322,0.256123997,0.010244398,0.010963217,0.424526366,4.06E-11,0.000265737
1324,0.000729857,2.92E-05,3.12E-05,0.000399609,0.247503668,0.00018705
1325,0.000740589,2.96E-05,3.17E-05,0.425025222,4.07E-11,0.001407737
1327,0.001674326,6.70E-05,7.17E-05,0.002887787,0.001530767,0.001066917
1328,0.01734054,0.000693584,0.00074225,0.425524078,4.07E-11,5.01E-06
1330,0.230515478,0.009220114,0.009867062,8.26E-05,0.320319809,0.001486748
1331,0.011438087,0.000457498,0.0004896,0.426022933,4.08E-11,0.000372078
1332,0.004947704,0.000197897,0.000211783,0.000380437,5.85E-05,0.003001924
1333,7.04E-05,2.81E-06,3.01E-06,0.426521789,4.08E-11,0.000369267
1334,0.001941667,7.77E-05,8.31E-05,1.43E-05,3.25E-05,1.82E-06
1335,0.000254934,1.02E-05,1.09E-05,0.427020645,4.09E-11,0.000653849
1336,0.447731439,0.017908276,0.019164846,0.013471803,0.005650071,0.002668492
1337,8.58E-06,3.43E-07,3.67E-07,0.427519501,4.09E-11,0.004211066
1338,0.465287899,0.018610496,0.019916339,0.000783413,7.93E-05,0.001577026
1344,3.18E-06,1.27E-07,1.36E-07,0.428018357,4.10E-11,0.000866965
1346,0.003675635,0.000147017,0.000157333,0.000161789,4.68E-09,0.00254118
1347,0.254974447,0.010198419,0.010914011,0.428517213,4.10E-11,0.000197057
1348,0.046288019,0.001851419,0.001981328,1.16E-05,0.001792522,0.002536981
1349,2.21E-06,8.84E-08,9.47E-08,0.429016069,4.11E-11,8.56E-06
1350,0.000455531,1.82E-05,1.95E-05,1.97E-05,1.36E-06,0.000121179
1352,0.037752749,0.001510027,0.001615981,0.430013781,4.12E-11,0.006714831
1353,0.000444247,1.78E-05,1.90E-05,0.00090488,0.000739012,0.001303186
1354,0.233346745,0.009333358,0.009988252,0.430512636,4.12E-11,1.38E-06
1355,1.29E-05,5.15E-07,5.51E-07,0.008872332,0.014197313,0.000379505
1356,0.002139392,8.56E-05,9.16E-05,0.430512636,4.12E-11,1.15E-05
1357,0.000258241,1.03E-05,1.11E-05,0.00659276,0.014197313,0.000601793
1358,1.00E-10,4.00E-12,4.28E-12,0.431011492,4.13E-11,0.000670037
1359,0.129772981,0.005190635,0.005554846,0.00497495,0.00454917,0.002077779
1360,0.002164159,8.66E-05,9.26E-05,0.431510348,4.13E-11,0.002217132
1361,0.243772324,0.009750359,0.010434512,0.000198595,1.50E-05,0.001407124
1362,0.146090095,0.005843284,0.006253289,0.432009204,4.14E-11,0.000886217
1363,0.02735826,0.00109427,0.001171052,0.000166718,0.359179752,0.001911004
1364,0.00266359,0.000106538,0.000114013,0.433006916,4.15E-11,1.34E-06
1365,1.02E-08,4.08E-10,4.37E-10,4.57E-05,0.12407864,0.000376575
1366,0.470177055,0.018806051,0.020125616,0.433505772,4.15E-11,0.001927037
1367,0.13242997,0.005296908,0.005668577,4.32E-05,0.211212333,0.001527367
1368,0.023882043,0.000955229,0.001022255,0.434004628,4.16E-11,0.002174955
1369,0.000767794,3.07E-05,3.29E-05,7.03E-05,0.136409131,0.000372012
1370,0.350942083,0.014036914,0.015021842,0.43500234,4.17E-11,0.000403897
1371,0.004355549,0.000174212,0.000186436,0.000634854,3.80E-05,8.02E-07
1372,0.005772607,0.000230892,0.000247093,0.43500234,4.17E-11,0.00086982
1373,0.040778936,0.001631068,0.001745515,0.000274825,3.80E-05,4.20E-06
1374,0.000194681,7.79E-06,8.33E-06,0.435501195,4.17E-11,0.000337143
1375,0.108490863,0.004339397,0.004643879,2.90E-05,1.15E-06,0.000527002
1376,0.043406943,0.001736183,0.001858005,0.436000051,4.17E-11,0.000261609
1377,0.043995076,0.001759707,0.00188318,0.005515765,0.012581908,7.86E-05
1379,0.566001008,0.022638799,0.024227296,0.436498907,4.18E-11,4.44E-05
1380,0.704047736,0.028160366,0.030136294,0.861524129,7.91E-05,9.54E-05
1381,0.042447713,0.001697815,0.001816946,0.436997763,4.18E-11,3.26E-05
1382,0.000143748,5.75E-06,6.15E-06,0.000186622,2.12E-05,0.000181973
1383,3.87E-07,1.55E-08,1.66E-08,0.437496619,4.19E-11,1.73E-05
1384,0.00072755,2.91E-05,3.11E-05,6.36E-05,0.044155713,1.29E-05
1386,0.00018046,7.22E-06,7.72E-06,0.437995475,4.19E-11,0.000104011
1387,0.150968517,0.00603841,0.006462107,0.000192668,0.224791229,0.000215042
1388,4.16E-07,1.66E-08,1.78E-08,0.438993187,4.20E-11,0.001720464
1389,0.646239947,0.025848181,0.027661871,0.003653172,0.003723933,0.000416572
1391,0.503635887,0.020144331,0.021557799,0.439492043,4.21E-11,0.000908816
1392,0.817412885,0.032694723,0.034988814,1.45E-05,0.461353452,0.00031781
1393,0.000621565,2.49E-05,2.66E-05,0.439990898,4.21E-11,9.80E-05
1394,0.552977806,0.0221179,0.023669847,0.863020697,0.000563137,4.86E-05
1395,0.012519953,0.000500771,0.000535908,0.440489754,4.22E-11,0.000999611
1397,0.051511727,0.002060356,0.002204925,0.99022895,8.41E-06,0.000952176
1398,0.021206678,0.000848221,0.000907738,0.44098861,4.22E-11,0.000106913
1399,0.133500795,0.005339739,0.005714413,2.25E-05,0.00898239,0.000563136
1400,0.00321037,0.000128408,0.000137418,0.441487466,4.23E-11,0.000187512
1404,0.04139005,0.001655511,0.001771674,0.937350225,1.38E-06,0.000185845
1406,0.001110978,4.44E-05,4.76E-05,0.441986322,4.23E-11,0.000171498
1408,0.131473493,0.005258651,0.005627635,0.001211057,0.000136247,0.00112678
1409,0.020433421,0.000817292,0.000874639,0.442485178,4.24E-11,0.001434426
1412,0.013168761,0.000526722,0.00056368,0.000507666,0.000379676,7.00E-05
1415,0.0053159,0.000212624,0.000227544,0.442984034,4.24E-11,0.000119258
1416,4.99E-07,2.00E-08,2.14E-08,0.000275882,0.536774894,0.000211583
1417,0.00894611,0.000357825,0.000382932,0.44348289,4.25E-11,0.000305124
1418,0.00074443,2.98E-05,3.19E-05,8.80E-05,0.026699184,6.61E-06
1419,0.344028964,0.013760404,0.014725931,0.443981746,4.25E-11,0.000889402
1420,0.003252368,0.000130088,0.000139215,0.000674743,1.75E-05,0.000306485
1422,0.000189737,7.59E-06,8.12E-06,0.444480602,4.26E-11,0.003325217
1423,0.115756917,0.004630023,0.004954898,8.24E-05,8.19E-10,7.95E-06
1425,0.040858498,0.00163425,0.001748921,0.444979457,4.26E-11,1.14E-06
1428,0.02214175,0.000885621,0.000947763,1.89E-05,0.00024789,0.000258734
1432,0.000287194,1.15E-05,1.23E-05,0.445478313,4.27E-11,0.000558075
1433,0.039471528,0.001578775,0.001689552,0.009833278,1,0.000461585
1434,0.008815876,0.000352616,0.000377358,0.445977169,4.27E-11,5.49E-06
1435,0.028490418,0.001139554,0.001219513,0.000980167,2.75E-05,1.73E-06
1436,0.036241701,0.001449589,0.001551302,0.446476025,4.28E-11,0.000460213
1437,0.551387502,0.022054291,0.023601775,0.000673421,3.93E-05,0.002483688
1438,0.104588846,0.004183325,0.004476856,0.446974881,4.28E-11,0.002565181
1439,0.102165753,0.004086406,0.004373137,0.000531207,0.477339792,0.002781936
1440,0.208770465,0.008350361,0.008936281,0.447473737,4.28E-11,0.000240091
1441,0.008790496,0.000351601,0.000376271,0.00073041,2.59E-05,0.000809258
1442,0.464527836,0.018580095,0.019883805,0.447473737,4.28E-11,3.01E-06
1444,0.438270458,0.017529857,0.018759875,0.000488984,2.59E-05,0.001099688
1445,0.003191775,0.000127664,0.000136622,0.447972593,4.29E-11,0.000581627
1446,0.00671064,0.000268411,0.000287244,0.000287092,1.28E-05,0.000736189
1447,0.000505577,2.02E-05,2.16E-05,0.448471449,4.29E-11,0.001309266
1448,0.044881847,0.001795175,0.001921138,0.00011128,0.028733482,0.008677964
1449,0.039490912,0.00157955,0.001690382,0.448471449,4.29E-11,0.000334846
1451,0.001057713,4.23E-05,4.53E-05,0.0001526,0.028733482,1.26E-05
1453,9.82E-05,3.93E-06,4.20E-06,0.448970305,4.30E-11,7.70E-05
1456,6.16E-05,2.46E-06,2.63E-06,0.000169506,0.129683901,0.000999429
1458,2.34E-05,9.37E-07,1.00E-06,0.44946916,4.30E-11,0.002117767
1460,0.072535172,0.002901248,0.00310482,0.000128849,0.009029219,1.97E-05
1461,0,0,0,0.449968016,4.31E-11,4.29E-05
1462,0.589916934,0.023595384,0.025251001,0.002863438,0.000306902,0.000104236
1465,0.003795091,0.000151795,0.000162446,0.449968016,4.31E-11,0.000804637
1466,0.049552756,0.001982002,0.002121073,0.002175097,0.000306902,0.00015282
1478,0.00050242,2.01E-05,2.15E-05,0.450466872,4.31E-11,1.98E-05
1482,5.17E-05,2.07E-06,2.21E-06,5.11E-05,0.027078418,0.002414233
1484,0.039222492,0.001568814,0.001678893,0.450965728,4.32E-11,4.24E-06
1485,0.000000266,1.06E-08,1.14E-08,0.003275892,0.000574334,0.000106252
